PRP$,VBG,VBD,VB,",",'',VBP,VBN,JJ,WP,VBZ,DT,#,RP,$,NN,POS,.,TO,PRP,RB,:,NNS,NNP,``,WRB,CC,PDT,RBS,RBR,CD,-NONE-,EX,IN,WP$,MD,NNPS,JJS,JJR,WDT
1,3,0,1,0,1,1,0,5,1,1,1,0,1,0,5,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,0,0,2,0,0,6,0,0,0,7,1,3,0,1,0,0,1,8,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,4,0,0,0,2,0,0,5,0,1,0,6,1,2,3,1,1,0,0,14,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0
0,0,4,1,3,1,1,1,2,0,0,3,0,0,0,8,0,2,1,3,1,0,0,7,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,0,0,1,0,1,1,0,0,2,0,0,0,7,1,3,1,2,1,0,0,9,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,3,1,1,0,0,3,0,1,6,0,0,0,9,0,2,3,2,6,1,0,6,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,1,1,3,1,1,0,2,3,0,0,1,0,1,0,5,0,5,2,2,4,0,1,4,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0
0,2,2,0,3,1,0,0,1,0,1,1,0,0,0,7,0,3,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,4,1,2,1,0,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,3,1,0,0,1,1,3,1,0,7,0,0,0,3,1,3,2,2,1,2,6,7,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,1,4,2,1,0,0,0,0,1,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,0,3,0,4,1,0,3,4,2,1,7,0,0,0,8,0,2,0,1,1,0,2,11,0,0,1,0,0,0,6,0,0,13,0,0,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2,1,3,1,0,0,1,0,4,0,0,1,0,0,0,2,0,0,3,0,0,0,0,1,0
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,1,0,0,0,2,0,0,3,0,0,0,3,1,1,1,1,0,0,2,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,4,0,2,0,0,1,0,4,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0
0,0,1,0,6,1,1,1,5,0,2,5,0,0,0,8,0,2,0,0,0,2,2,25,0,0,2,0,1,0,4,0,0,8,1,0,0,0,0,0
0,0,2,0,3,1,0,0,1,1,1,3,0,0,0,5,0,1,0,0,0,2,0,11,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0
0,0,2,0,2,1,0,0,3,1,1,2,0,0,0,3,0,1,1,0,0,0,1,7,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0
1,2,0,0,0,1,0,0,4,0,0,3,0,0,0,3,0,3,1,0,1,0,2,22,0,0,2,0,0,0,1,0,0,8,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,1,8,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0
0,0,0,1,2,1,0,0,3,0,0,3,0,0,0,0,0,1,0,1,2,0,4,10,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0
0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,2,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,1,1,1,1,1,2,12,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0
0,2,0,10,9,1,4,1,9,0,1,10,0,1,0,11,0,6,7,9,2,3,2,38,0,0,2,0,0,1,6,0,1,13,0,3,0,0,0,0
1,0,0,2,3,1,0,2,5,0,2,2,0,0,0,8,0,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
0,0,1,0,2,1,0,0,1,0,2,2,0,0,0,3,0,2,0,0,0,0,1,10,0,0,1,0,0,0,2,0,0,6,0,0,0,0,0,0
0,0,0,2,0,1,0,0,1,0,0,4,0,0,0,4,0,2,1,0,1,0,1,6,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1
0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,3,0,2,2,1,1,0,2,6,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
0,0,2,0,2,1,0,0,2,0,0,2,0,0,0,8,1,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2,1,1,1,0,3,0,1,1,0,0,0,6,0,3,1,3,1,0,1,5,0,0,2,0,0,0,1,0,0,4,0,1,0,0,0,0
0,0,2,2,4,1,2,0,1,0,1,5,0,1,0,7,0,2,2,2,1,1,1,12,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,3,2,1,6,6,0,3,4,0,0,0,8,2,3,0,0,1,0,3,8,0,0,2,0,0,0,1,0,0,4,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,3,2,2,0,0,0,0,5,3,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,1,2,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,4,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,1,0,0,0,4,0,0,2,1,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,2,1,2,0,0,1,1,4,2,1,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0
1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,4,1,1,0,1,0,1,0,5,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,1,0,1,1,0,1,0,0,0,4,0,0,2,0,2,0,2,1,3,0,6,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,0,0,1,1,1,0,1,0,0,3,0,0,0,2,0,1,0,0,1,1,3,2,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0
1,0,0,1,1,1,0,0,1,0,0,2,0,0,0,4,0,2,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0
0,0,0,1,0,1,2,1,1,0,0,1,0,0,0,2,0,2,2,0,2,1,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,2,1,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,3,1,0,0,1,0,1,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,2,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,1,0,0,0,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,2,1,1,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,2,1,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,1,0,1,0,0,2,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2,0,2,2,1,1,0,0,2,0,0,2,0,0,0,5,0,2,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,0,0,2,0,1,1,1,1,0,0,2,0,0,0,4,1,2,2,1,0,0,0,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,5,1,1,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,1,4,1,0,0,1,0,1,1,0,0,0,4,0,4,1,0,0,1,1,8,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0
0,0,0,2,0,0,1,0,1,0,0,0,3,0,0,2,2,1,0,0,0,3,4,5,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,0,1,1,4,0,1,1,1,0,0,0,0,4,1,2,0,3,0,0,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6,0,2,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0
0,0,0,4,1,1,1,0,0,0,0,2,0,0,0,2,0,1,2,2,0,1,2,2,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1
0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,2,2,1,0,0,0,3,3,7,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0
0,1,0,2,0,1,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,1,2,6,1,0,1,0,0,0,1,3,0,2,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,1,1,0,0,7,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0
0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,12,0,0,0,1,1,2,1,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1,1,0,1,0,1,0,0,1,0,0,2,0,0,0,4,0,2,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,3,1,1,0,0,1,0,1,1,0,0,2,5,0,2,3,0,1,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,2,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,4,0,1,1,1,0,0,0,1,0,0,2,3,0,3,2,2,1,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,1,1,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,0,0,1,0,1,1,0,0,1,2,0,0,4,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,2,1,1,2,0,0,1,1,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,7,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,5,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,2,1,0,1,0,3,0,0,2,0,1,0,5,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,2,1,0,1,1,1,2,1,4,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0
0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,3,2,0,0,0,0,6,1,4,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0
2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,3,0,1,2,0,0,0,3,0,0,2,0,0,0,0,0,0
0,0,0,0,5,0,1,0,1,0,0,2,0,0,0,3,1,0,0,1,0,1,2,11,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,4,0,1,0,1,0,2,2,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,4,0,0,1,0,1,6,3,3,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,4,0,1,1,0,0,0,1,8,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,7,0,1,0,0,1,2,2,3,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,2,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,5,2,1,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,6,0,1,1,0,0,3,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,0,0,1,2,0,2,0,1,0,0,0,0,5,0,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,5,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,2,0,0,1,1,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,1,2,0,0,0,1,5,0,0,0,7,0,3,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,0,2,0,0,1,1,3,3,0,1,0,1,0,0,3,0,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,0,3,1,2,0,3,0,0,2,0,0,0,3,0,2,0,2,1,1,1,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,2,1,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
1,0,1,1,1,1,0,0,1,0,0,2,0,0,0,4,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3,2,1,1,0,0,1,0,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,1,2,0,2,1,0,0,0,4,1,3,1,1,2,1,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,1,2,1,1,2,3,0,1,3,0,0,0,3,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,7,0,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
1,1,0,0,0,1,1,0,4,0,0,4,0,0,0,3,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
0,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0
1,0,1,2,1,1,0,0,2,0,0,1,0,0,1,1,0,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,3,0,1,2,0,0,0,2,1,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,4,0,1,0,0,4,1,0,1,0,0,0,1,0,2,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,2,0,1,2,0,1,0,0,3,1,0,0,7,0,0,3,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,1,1,0,0,3,0,0,1,0,1,0,4,1,1,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,4,0,2,1,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,2,0,1,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,0,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
